Codi circumscripci�,Codi municipi,Nom municipi,Districte,Secci�,Mesa,Cens electoral,Votants,% votants,Abstenci�,% abstenci�,Vots nuls,% vots nuls,Vots en blanc,% vots en blanc, Vots a candidatures,% vots a candidatures,Vots v�lids,% vots v�lids,Codi comarca,Nom comarca
17,20,Bescan�                                           ,1,3,B,783,703,"089,78",80,"010,22",1,"000,14",1,"000,14",701,"099,72",702,"099,86",20,Giron�s                                 
17,21,Beuda                                             ,1,1,U,121,111,"091,74",10,"008,26",0,"000,00",0,"000,00",111,"100,00",111,"100,00",19,Garrotxa                                
17,22,"Bisbal d'Empord�, la                              ",1,2,A,579,468,"080,83",111,"019,17",0,"000,00",0,"000,00",468,"100,00",468,"100,00",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",1,2,B,533,437,"081,99",96,"018,01",3,"000,69",0,"000,00",434,"099,31",434,"099,31",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",1,3,A,694,555,"079,97",139,"020,03",4,"000,72",2,"000,36",549,"098,92",551,"099,28",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",1,3,B,624,523,"083,81",101,"016,19",0,"000,00",0,"000,00",523,"100,00",523,"100,00",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",1,4,A,754,649,"086,07",105,"013,93",2,"000,31",8,"001,23",639,"098,46",647,"099,69",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",1,4,B,764,669,"087,57",95,"012,43",6,"000,90",5,"000,75",658,"098,36",663,"099,10",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",2,1,A,633,500,"078,99",133,"021,01",6,"001,20",6,"001,20",488,"097,60",494,"098,80",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",2,1,B,688,579,"084,16",109,"015,84",6,"001,04",2,"000,35",571,"098,62",573,"098,96",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",2,2,U,867,681,"078,55",186,"021,45",3,"000,44",4,"000,59",674,"098,97",678,"099,56",10,Baix Empord�                            
17,22,"Bisbal d'Empord�, la                              ",2,3,U,783,627,"080,08",156,"019,92",7,"001,12",1,"000,16",619,"098,72",620,"098,88",10,Baix Empord�                            
17,23,Blanes                                            ,1,1,A,510,414,"081,18",96,"018,82",5,"001,21",0,"000,00",409,"098,79",409,"098,79",34,Selva                                   
17,23,Blanes                                            ,1,1,B,489,402,"082,21",87,"017,79",2,"000,50",3,"000,75",397,"098,76",400,"099,50",34,Selva                                   
17,23,Blanes                                            ,1,2,A,632,525,"083,07",107,"016,93",2,"000,38",5,"000,95",518,"098,67",523,"099,62",34,Selva                                   
17,23,Blanes                                            ,1,2,B,706,553,"078,33",153,"021,67",3,"000,54",1,"000,18",549,"099,28",550,"099,46",34,Selva                                   
17,23,Blanes                                            ,1,4,A,733,550,"075,03",183,"024,97",5,"000,91",5,"000,91",540,"098,18",545,"099,09",34,Selva                                   
17,23,Blanes                                            ,1,4,B,682,509,"074,63",173,"025,37",3,"000,59",1,"000,20",505,"099,21",506,"099,41",34,Selva                                   
17,23,Blanes                                            ,1,6,A,731,532,"072,78",199,"027,22",5,"000,94",1,"000,19",526,"098,87",527,"099,06",34,Selva                                   
17,23,Blanes                                            ,1,6,B,688,503,"073,11",185,"026,89",11,"002,19",2,"000,40",490,"097,42",492,"097,81",34,Selva                                   
17,23,Blanes                                            ,1,7,U,749,633,"084,51",116,"015,49",4,"000,63",2,"000,32",627,"099,05",629,"099,37",34,Selva                                   
17,23,Blanes                                            ,2,1,A,786,633,"080,53",153,"019,47",1,"000,16",2,"000,32",630,"099,53",632,"099,84",34,Selva                                   
17,23,Blanes                                            ,2,1,B,806,628,"077,92",178,"022,08",3,"000,48",2,"000,32",623,"099,20",625,"099,52",34,Selva                                   
17,23,Blanes                                            ,2,2,A,485,369,"076,08",116,"023,92",0,"000,00",3,"000,81",366,"099,19",369,"100,00",34,Selva                                   
17,23,Blanes                                            ,2,2,B,465,354,"076,13",111,"023,87",2,"000,56",4,"001,13",348,"098,31",352,"099,44",34,Selva                                   
17,23,Blanes                                            ,2,3,A,652,489,"075,00",163,"025,00",6,"001,23",2,"000,41",481,"098,36",483,"098,77",34,Selva                                   
17,23,Blanes                                            ,2,3,B,647,499,"077,13",148,"022,87",7,"001,40",3,"000,60",489,"098,00",492,"098,60",34,Selva                                   
17,23,Blanes                                            ,2,4,A,820,636,"077,56",184,"022,44",4,"000,63",4,"000,63",628,"098,74",632,"099,37",34,Selva                                   
17,23,Blanes                                            ,2,4,B,815,642,"078,77",173,"021,23",4,"000,62",4,"000,62",634,"098,75",638,"099,38",34,Selva                                   
17,23,Blanes                                            ,2,5,A,954,760,"079,66",194,"020,34",8,"001,05",2,"000,26",750,"098,68",752,"098,95",34,Selva                                   
17,23,Blanes                                            ,2,5,B,833,678,"081,39",155,"018,61",10,"001,47",2,"000,29",666,"098,23",668,"098,53",34,Selva                                   
17,23,Blanes                                            ,2,6,A,577,496,"085,96",81,"014,04",2,"000,40",1,"000,20",493,"099,40",494,"099,60",34,Selva                                   
17,23,Blanes                                            ,2,6,B,528,449,"085,04",79,"014,96",0,"000,00",1,"000,22",448,"099,78",449,"100,00",34,Selva                                   
17,23,Blanes                                            ,2,7,A,814,667,"081,94",147,"018,06",6,"000,90",3,"000,45",658,"098,65",661,"099,10",34,Selva                                   
17,23,Blanes                                            ,2,7,B,847,665,"078,51",182,"021,49",6,"000,90",1,"000,15",658,"098,95",659,"099,10",34,Selva                                   
17,23,Blanes                                            ,2,8,U,888,753,"084,80",135,"015,20",5,"000,66",2,"000,27",746,"099,07",748,"099,34",34,Selva                                   
17,23,Blanes                                            ,2,9,U,660,523,"079,24",137,"020,76",3,"000,57",3,"000,57",517,"098,85",520,"099,43",34,Selva                                   
17,23,Blanes                                            ,2,10,A,836,571,"068,30",265,"031,70",3,"000,53",5,"000,88",563,"098,60",568,"099,47",34,Selva                                   
17,23,Blanes                                            ,2,10,B,724,528,"072,93",196,"027,07",2,"000,38",1,"000,19",525,"099,43",526,"099,62",34,Selva                                   
17,23,Blanes                                            ,2,11,A,921,740,"080,35",181,"019,65",11,"001,49",6,"000,81",723,"097,70",729,"098,51",34,Selva                                   
17,23,Blanes                                            ,2,11,B,797,643,"080,68",154,"019,32",9,"001,40",3,"000,47",631,"098,13",634,"098,60",34,Selva                                   
17,23,Blanes                                            ,2,12,U,689,517,"075,04",172,"024,96",1,"000,19",1,"000,19",515,"099,61",516,"099,81",34,Selva                                   
17,23,Blanes                                            ,2,13,U,791,645,"081,54",146,"018,46",12,"001,86",4,"000,62",629,"097,52",633,"098,14",34,Selva                                   
17,23,Blanes                                            ,3,1,A,538,414,"076,95",124,"023,05",2,"000,48",0,"000,00",412,"099,52",412,"099,52",34,Selva                                   
17,23,Blanes                                            ,3,1,B,557,448,"080,43",109,"019,57",1,"000,22",2,"000,45",445,"099,33",447,"099,78",34,Selva                                   
17,23,Blanes                                            ,3,2,U,851,662,"077,79",189,"022,21",8,"001,21",1,"000,15",653,"098,64",654,"098,79",34,Selva                                   
17,23,Blanes                                            ,3,3,A,599,466,"077,80",133,"022,20",1,"000,21",2,"000,43",463,"099,36",465,"099,79",34,Selva                                   
17,23,Blanes                                            ,3,3,B,587,469,"079,90",118,"020,10",2,"000,43",2,"000,43",465,"099,15",467,"099,57",34,Selva                                   
17,23,Blanes                                            ,3,3,C,261,223,"085,44",38,"014,56",0,"000,00",1,"000,45",222,"099,55",223,"100,00",34,Selva                                   
17,23,Blanes                                            ,3,4,A,586,408,"069,62",178,"030,38",2,"000,49",4,"000,98",402,"098,53",406,"099,51",34,Selva                                   
17,23,Blanes                                            ,3,4,B,502,401,"079,88",101,"020,12",3,"000,75",1,"000,25",397,"099,00",398,"099,25",34,Selva                                   
17,23,Blanes                                            ,3,4,C,504,424,"084,13",80,"015,87",3,"000,71",0,"000,00",421,"099,29",421,"099,29",34,Selva                                   
17,24,Bolvir                                            ,1,1,U,280,229,"081,79",51,"018,21",3,"001,31",0,"000,00",226,"098,69",226,"098,69",15,Cerdanya                                
17,25,Bordils                                           ,1,1,A,598,524,"087,63",74,"012,37",0,"000,00",4,"000,76",520,"099,24",524,"100,00",20,Giron�s                                 
17,25,Bordils                                           ,1,1,B,554,499,"090,07",55,"009,93",2,"000,40",1,"000,20",496,"099,40",497,"099,60",20,Giron�s                                 
17,26,Borrass�                                          ,1,1,U,537,477,"088,83",60,"011,17",1,"000,21",0,"000,00",476,"099,79",476,"099,79",2,Alt Empord�                             
17,27,Breda                                             ,1,1,A,786,681,"086,64",105,"013,36",6,"000,88",1,"000,15",674,"098,97",675,"099,12",34,Selva                                   
17,27,Breda                                             ,1,1,B,774,681,"087,98",93,"012,02",0,"000,00",2,"000,29",679,"099,71",681,"100,00",34,Selva                                   
17,27,Breda                                             ,1,2,A,621,549,"088,41",72,"011,59",2,"000,36",2,"000,36",545,"099,27",547,"099,64",34,Selva                                   
17,27,Breda                                             ,1,2,B,658,575,"087,39",83,"012,61",4,"000,70",0,"000,00",571,"099,30",571,"099,30",34,Selva                                   
17,28,Brunyola                                          ,1,1,U,285,251,"088,07",34,"011,93",0,"000,00",1,"000,40",250,"099,60",251,"100,00",34,Selva                                   
17,29,Boadella i les Escaules                           ,1,1,U,205,173,"084,39",32,"015,61",2,"001,16",2,"001,16",169,"097,69",171,"098,84",2,Alt Empord�                             
17,30,Cabanes                                           ,1,1,U,628,519,"082,64",109,"017,36",4,"000,77",1,"000,19",514,"099,04",515,"099,23",2,Alt Empord�                             
17,31,Cabanelles                                        ,1,1,U,186,152,"081,72",34,"018,28",0,"000,00",0,"000,00",152,"100,00",152,"100,00",2,Alt Empord�                             
17,32,Cadaqu�s                                          ,1,1,A,864,651,"075,35",213,"024,65",1,"000,15",3,"000,46",647,"099,39",650,"099,85",2,Alt Empord�                             
17,32,Cadaqu�s                                          ,1,1,B,891,656,"073,63",235,"026,37",3,"000,46",4,"000,61",649,"098,93",653,"099,54",2,Alt Empord�                             
17,33,Caldes de Malavella                               ,1,1,A,758,625,"082,45",133,"017,55",0,"000,00",4,"000,64",621,"099,36",625,"100,00",34,Selva                                   
17,33,Caldes de Malavella                               ,1,1,B,778,649,"083,42",129,"016,58",2,"000,31",3,"000,46",644,"099,23",647,"099,69",34,Selva                                   
17,33,Caldes de Malavella                               ,1,2,A,860,697,"081,05",163,"018,95",2,"000,29",5,"000,72",690,"099,00",695,"099,71",34,Selva                                   
17,33,Caldes de Malavella                               ,1,2,B,765,624,"081,57",141,"018,43",2,"000,32",1,"000,16",621,"099,52",622,"099,68",34,Selva                                   
17,33,Caldes de Malavella                               ,1,3,A,481,406,"084,41",75,"015,59",2,"000,49",2,"000,49",402,"099,01",404,"099,51",34,Selva                                   
17,33,Caldes de Malavella                               ,1,3,B,545,481,"088,26",64,"011,74",3,"000,62",0,"000,00",478,"099,38",478,"099,38",34,Selva                                   
17,33,Caldes de Malavella                               ,1,4,A,628,493,"078,50",135,"021,50",6,"001,22",1,"000,20",486,"098,58",487,"098,78",34,Selva                                   
17,33,Caldes de Malavella                               ,1,4,B,594,465,"078,28",129,"021,72",1,"000,22",2,"000,43",462,"099,35",464,"099,78",34,Selva                                   
17,34,Calonge                                           ,1,1,A,585,468,"080,00",117,"020,00",1,"000,21",1,"000,21",466,"099,57",467,"099,79",10,Baix Empord�                            
17,34,Calonge                                           ,1,1,B,638,479,"075,08",159,"024,92",3,"000,63",1,"000,21",475,"099,16",476,"099,37",10,Baix Empord�                            
17,34,Calonge                                           ,1,1,C,711,559,"078,62",152,"021,38",3,"000,54",1,"000,18",555,"099,28",556,"099,46",10,Baix Empord�                            
17,34,Calonge                                           ,1,2,A,542,423,"078,04",119,"021,96",6,"001,42",1,"000,24",416,"098,35",417,"098,58",10,Baix Empord�                            
17,34,Calonge                                           ,1,2,B,614,465,"075,73",149,"024,27",3,"000,65",0,"000,00",462,"099,35",462,"099,35",10,Baix Empord�                            
17,34,Calonge                                           ,1,3,A,732,613,"083,74",119,"016,26",5,"000,82",3,"000,49",605,"098,69",608,"099,18",10,Baix Empord�                            
17,34,Calonge                                           ,1,3,B,699,588,"084,12",111,"015,88",8,"001,36",1,"000,17",579,"098,47",580,"098,64",10,Baix Empord�                            
17,34,Calonge                                           ,1,4,A,695,570,"082,01",125,"017,99",2,"000,35",6,"001,05",562,"098,60",568,"099,65",10,Baix Empord�                            
17,34,Calonge                                           ,1,4,B,727,588,"080,88",139,"019,12",0,"000,00",2,"000,34",586,"099,66",588,"100,00",10,Baix Empord�                            
17,34,Calonge                                           ,1,5,A,548,436,"079,56",112,"020,44",4,"000,92",5,"001,15",427,"097,94",432,"099,08",10,Baix Empord�                            
17,34,Calonge                                           ,1,5,B,584,469,"080,31",115,"019,69",3,"000,64",1,"000,21",465,"099,15",466,"099,36",10,Baix Empord�                            
17,35,Cam�s                                             ,1,1,U,557,506,"090,84",51,"009,16",1,"000,20",3,"000,59",502,"099,21",505,"099,80",28,Pla de l'Estany                         
17,36,Campdev�nol                                       ,1,1,A,542,473,"087,27",69,"012,73",1,"000,21",3,"000,63",469,"099,15",472,"099,79",31,Ripoll�s                                
17,36,Campdev�nol                                       ,1,1,B,549,486,"088,52",63,"011,48",2,"000,41",2,"000,41",482,"099,18",484,"099,59",31,Ripoll�s                                
17,36,Campdev�nol                                       ,1,2,U,779,656,"084,21",123,"015,79",6,"000,91",3,"000,46",647,"098,63",650,"099,09",31,Ripoll�s                                
17,36,Campdev�nol                                       ,1,3,U,765,629,"082,22",136,"017,78",8,"001,27",9,"001,43",612,"097,30",621,"098,73",31,Ripoll�s                                
17,37,Campelles                                         ,1,1,U,102,93,"091,18",9,"008,82",0,"000,00",0,"000,00",93,"100,00",93,"100,00",31,Ripoll�s                                
17,38,Campllong                                         ,1,1,U,369,332,"089,97",37,"010,03",2,"000,60",1,"000,30",329,"099,10",330,"099,40",20,Giron�s                                 
17,39,Camprodon                                         ,1,1,A,526,463,"088,02",63,"011,98",1,"000,22",2,"000,43",460,"099,35",462,"099,78",31,Ripoll�s                                
17,39,Camprodon                                         ,1,1,B,560,485,"086,61",75,"013,39",1,"000,21",3,"000,62",481,"099,18",484,"099,79",31,Ripoll�s                                
17,39,Camprodon                                         ,1,2,U,636,519,"081,60",117,"018,40",0,"000,00",0,"000,00",519,"100,00",519,"100,00",31,Ripoll�s                                
17,40,Canet d'Adri                                      ,1,1,U,552,501,"090,76",51,"009,24",2,"000,40",5,"001,00",494,"098,60",499,"099,60",20,Giron�s                                 
17,41,Cantallops                                        ,1,1,U,226,186,"082,30",40,"017,70",0,"000,00",2,"001,08",184,"098,92",186,"100,00",2,Alt Empord�                             
17,42,Capmany                                           ,1,1,U,417,343,"082,25",74,"017,75",1,"000,29",0,"000,00",342,"099,71",342,"099,71",2,Alt Empord�                             
17,43,Queralbs                                          ,1,1,U,163,138,"084,66",25,"015,34",1,"000,72",0,"000,00",137,"099,28",137,"099,28",31,Ripoll�s                                
17,44,Cass� de la Selva                                 ,1,1,A,830,754,"090,84",76,"009,16",2,"000,27",3,"000,40",749,"099,34",752,"099,73",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,1,1,B,790,713,"090,25",77,"009,75",2,"000,28",2,"000,28",709,"099,44",711,"099,72",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,1,2,A,538,450,"083,64",88,"016,36",3,"000,67",0,"000,00",447,"099,33",447,"099,33",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,1,2,B,605,510,"084,30",95,"015,70",1,"000,20",0,"000,00",509,"099,80",509,"099,80",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,2,1,A,916,758,"082,75",158,"017,25",3,"000,40",3,"000,40",752,"099,21",755,"099,60",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,2,1,B,941,788,"083,74",153,"016,26",5,"000,63",1,"000,13",782,"099,24",783,"099,37",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,2,2,A,840,699,"083,21",141,"016,79",0,"000,00",2,"000,29",697,"099,71",699,"100,00",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,2,2,B,745,615,"082,55",130,"017,45",1,"000,16",5,"000,81",609,"099,02",614,"099,84",20,Giron�s                                 
17,44,Cass� de la Selva                                 ,2,3,U,678,608,"089,68",70,"010,32",0,"000,00",6,"000,99",602,"099,01",608,"100,00",20,Giron�s                                 
17,46,Castellfollit de la Roca                          ,1,1,U,717,618,"086,19",99,"013,81",3,"000,49",8,"001,29",607,"098,22",615,"099,51",19,Garrotxa                                
17,47,Castell� d'Emp�ries                               ,1,1,A,652,518,"079,45",134,"020,55",1,"000,19",0,"000,00",517,"099,81",517,"099,81",2,Alt Empord�                             
17,47,Castell� d'Emp�ries                               ,1,1,B,677,540,"079,76",137,"020,24",3,"000,56",2,"000,37",535,"099,07",537,"099,44",2,Alt Empord�                             
17,47,Castell� d'Emp�ries                               ,1,2,A,642,551,"085,83",91,"014,17",1,"000,18",1,"000,18",549,"099,64",550,"099,82",2,Alt Empord�                             
17,47,Castell� d'Emp�ries                               ,1,2,B,591,477,"080,71",114,"019,29",2,"000,42",3,"000,63",472,"098,95",475,"099,58",2,Alt Empord�                             
17,47,Castell� d'Emp�ries                               ,1,3,A,590,428,"072,54",162,"027,46",1,"000,23",1,"000,23",426,"099,53",427,"099,77",2,Alt Empord�                             
17,47,Castell� d'Emp�ries                               ,1,3,B,600,399,"066,50",201,"033,50",5,"001,25",2,"000,50",392,"098,25",394,"098,75",2,Alt Empord�                             
17,47,Castell� d'Emp�ries                               ,1,4,A,612,398,"065,03",214,"034,97",1,"000,25",3,"000,75",394,"098,99",397,"099,75",2,Alt Empord�                             
17,47,Castell� d'Emp�ries                               ,1,4,B,532,361,"067,86",171,"032,14",2,"000,55",0,"000,00",359,"099,45",359,"099,45",2,Alt Empord�                             
17,48,Castell-Platja d'Aro                              ,1,1,A,611,508,"083,14",103,"016,86",1,"000,20",2,"000,39",505,"099,41",507,"099,80",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,1,B,601,493,"082,03",108,"017,97",2,"000,41",0,"000,00",491,"099,59",491,"099,59",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,2,A,602,447,"074,25",155,"025,75",2,"000,45",0,"000,00",445,"099,55",445,"099,55",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,2,B,552,394,"071,38",158,"028,62",4,"001,02",4,"001,02",386,"097,97",390,"098,98",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,2,C,584,458,"078,42",126,"021,58",4,"000,87",2,"000,44",452,"098,69",454,"099,13",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,3,A,525,396,"075,43",129,"024,57",0,"000,00",3,"000,76",393,"099,24",396,"100,00",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,3,B,613,477,"077,81",136,"022,19",8,"001,68",1,"000,21",468,"098,11",469,"098,32",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,3,C,556,421,"075,72",135,"024,28",0,"000,00",1,"000,24",420,"099,76",421,"100,00",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,4,U,730,528,"072,33",202,"027,67",3,"000,57",3,"000,57",522,"098,86",525,"099,43",10,Baix Empord�                            
17,48,Castell-Platja d'Aro                              ,1,5,U,888,703,"079,17",185,"020,83",4,"000,57",1,"000,14",698,"099,29",699,"099,43",10,Baix Empord�                            
17,49,Celr�                                             ,1,1,A,595,539,"090,59",56,"009,41",4,"000,74",2,"000,37",533,"098,89",535,"099,26",20,Giron�s                                 
17,49,Celr�                                             ,1,1,B,603,543,"090,05",60,"009,95",1,"000,18",2,"000,37",540,"099,45",542,"099,82",20,Giron�s                                 
17,49,Celr�                                             ,1,2,A,641,549,"085,65",92,"014,35",1,"000,18",0,"000,00",548,"099,82",548,"099,82",20,Giron�s                                 
17,49,Celr�                                             ,1,2,B,657,572,"087,06",85,"012,94",2,"000,35",3,"000,52",567,"099,13",570,"099,65",20,Giron�s                                 
17,49,Celr�                                             ,1,3,U,627,555,"088,52",72,"011,48",1,"000,18",3,"000,54",551,"099,28",554,"099,82",20,Giron�s                                 
17,50,Cervi� de Ter                                     ,1,1,U,665,609,"091,58",56,"008,42",0,"000,00",1,"000,16",608,"099,84",609,"100,00",20,Giron�s                                 
17,51,Cistella                                          ,1,1,U,218,195,"089,45",23,"010,55",0,"000,00",1,"000,51",194,"099,49",195,"100,00",2,Alt Empord�                             
17,52,Siurana                                           ,1,1,U,128,110,"085,94",18,"014,06",0,"000,00",0,"000,00",110,"100,00",110,"100,00",2,Alt Empord�                             
17,54,Colera                                            ,1,1,U,358,290,"081,01",68,"018,99",0,"000,00",0,"000,00",290,"100,00",290,"100,00",2,Alt Empord�                             
17,55,Colomers                                          ,1,1,U,144,135,"093,75",9,"006,25",0,"000,00",0,"000,00",135,"100,00",135,"100,00",10,Baix Empord�                            
17,56,Cornell� del Terri                                ,1,1,A,865,762,"088,09",103,"011,91",0,"000,00",3,"000,39",759,"099,61",762,"100,00",28,Pla de l'Estany                         
17,56,Cornell� del Terri                                ,1,1,B,876,766,"087,44",110,"012,56",2,"000,26",12,"001,57",752,"098,17",764,"099,74",28,Pla de l'Estany                         
17,57,Cor��                                             ,1,1,A,471,422,"089,60",49,"010,40",1,"000,24",1,"000,24",420,"099,53",421,"099,76",10,Baix Empord�                            
17,57,Cor��                                             ,1,1,B,480,428,"089,17",52,"010,83",3,"000,70",0,"000,00",425,"099,30",425,"099,30",10,Baix Empord�                            
17,58,Crespi�                                           ,1,1,U,172,142,"082,56",30,"017,44",0,"000,00",0,"000,00",142,"100,00",142,"100,00",28,Pla de l'Estany                         
17,60,Darnius                                           ,1,1,U,422,353,"083,65",69,"016,35",2,"000,57",1,"000,28",350,"099,15",351,"099,43",2,Alt Empord�                             
17,61,Das                                               ,1,1,U,162,141,"087,04",21,"012,96",0,"000,00",0,"000,00",141,"100,00",141,"100,00",15,Cerdanya                                
17,62,"Escala, l'                                        ",1,1,U,792,603,"076,14",189,"023,86",0,"000,00",0,"000,00",603,"100,00",603,"100,00",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,2,A,895,691,"077,21",204,"022,79",5,"000,72",3,"000,43",683,"098,84",686,"099,28",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,2,B,858,659,"076,81",199,"023,19",8,"001,21",0,"000,00",651,"098,79",651,"098,79",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,3,A,603,508,"084,25",95,"015,75",0,"000,00",1,"000,20",507,"099,80",508,"100,00",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,3,B,569,466,"081,90",103,"018,10",1,"000,21",1,"000,21",464,"099,57",465,"099,79",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,4,A,607,474,"078,09",133,"021,91",3,"000,63",4,"000,84",467,"098,52",471,"099,37",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,4,B,521,434,"083,30",87,"016,70",0,"000,00",23,"005,30",411,"094,70",434,"100,00",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,5,A,585,436,"074,53",149,"025,47",3,"000,69",2,"000,46",431,"098,85",433,"099,31",2,Alt Empord�                             
17,62,"Escala, l'                                        ",1,5,B,564,431,"076,42",133,"023,58",7,"001,62",1,"000,23",423,"098,14",424,"098,38",2,Alt Empord�                             
17,63,Espinelves                                        ,1,1,U,166,153,"092,17",13,"007,83",3,"001,96",0,"000,00",150,"098,04",150,"098,04",24,Osona                                   
17,64,Espolla                                           ,1,1,U,327,298,"091,13",29,"008,87",4,"001,34",1,"000,34",293,"098,32",294,"098,66",2,Alt Empord�                             
17,65,Esponell�                                         ,1,1,U,317,275,"086,75",42,"013,25",0,"000,00",0,"000,00",275,"100,00",275,"100,00",28,Pla de l'Estany                         
17,66,Figueres                                          ,1,1,U,698,538,"077,08",160,"022,92",1,"000,19",4,"000,74",533,"099,07",537,"099,81",2,Alt Empord�                             
17,66,Figueres                                          ,1,2,U,848,695,"081,96",153,"018,04",2,"000,29",3,"000,43",690,"099,28",693,"099,71",2,Alt Empord�                             
17,66,Figueres                                          ,1,3,A,906,709,"078,26",197,"021,74",4,"000,56",4,"000,56",701,"098,87",705,"099,44",2,Alt Empord�                             
17,66,Figueres                                          ,1,3,B,840,664,"079,05",176,"020,95",3,"000,45",7,"001,05",654,"098,49",661,"099,55",2,Alt Empord�                             
17,66,Figueres                                          ,1,4,U,805,604,"075,03",201,"024,97",4,"000,66",5,"000,83",595,"098,51",600,"099,34",2,Alt Empord�                             
17,66,Figueres                                          ,1,5,U,822,376,"045,74",446,"054,26",9,"002,39",0,"000,00",367,"097,61",367,"097,61",2,Alt Empord�                             
17,66,Figueres                                          ,1,6,A,763,451,"059,11",312,"040,89",7,"001,55",4,"000,89",440,"097,56",444,"098,45",2,Alt Empord�                             
17,66,Figueres                                          ,1,6,B,656,467,"071,19",189,"028,81",3,"000,64",1,"000,21",463,"099,14",464,"099,36",2,Alt Empord�                             
17,66,Figueres                                          ,1,7,U,1.084,795,"073,34",289,"026,66",9,"001,13",6,"000,75",780,"098,11",786,"098,87",2,Alt Empord�                             
17,66,Figueres                                          ,1,8,U,603,433,"071,81",170,"028,19",1,"000,23",3,"000,69",429,"099,08",432,"099,77",2,Alt Empord�                             
17,66,Figueres                                          ,2,1,U,467,328,"070,24",139,"029,76",1,"000,30",1,"000,30",326,"099,39",327,"099,70",2,Alt Empord�                             
17,66,Figueres                                          ,2,2,U,967,699,"072,29",268,"027,71",0,"000,00",5,"000,72",694,"099,28",699,"100,00",2,Alt Empord�                             
17,66,Figueres                                          ,2,3,U,799,660,"082,60",139,"017,40",2,"000,30",2,"000,30",656,"099,39",658,"099,70",2,Alt Empord�                             
17,66,Figueres                                          ,2,4,A,783,568,"072,54",215,"027,46",3,"000,53",3,"000,53",562,"098,94",565,"099,47",2,Alt Empord�                             
17,66,Figueres                                          ,2,4,B,701,541,"077,18",160,"022,82",0,"000,00",5,"000,92",536,"099,08",541,"100,00",2,Alt Empord�                             
17,66,Figueres                                          ,2,5,U,544,394,"072,43",150,"027,57",0,"000,00",2,"000,51",392,"099,49",394,"100,00",2,Alt Empord�                             
17,66,Figueres                                          ,3,1,U,634,454,"071,61",180,"028,39",7,"001,54",2,"000,44",445,"098,02",447,"098,46",2,Alt Empord�                             
17,66,Figueres                                          ,3,2,A,809,587,"072,56",222,"027,44",3,"000,51",4,"000,68",580,"098,81",584,"099,49",2,Alt Empord�                             
17,66,Figueres                                          ,3,2,B,438,351,"080,14",87,"019,86",1,"000,28",5,"001,42",345,"098,29",350,"099,72",2,Alt Empord�                             
17,66,Figueres                                          ,3,3,A,827,653,"078,96",174,"021,04",3,"000,46",6,"000,92",644,"098,62",650,"099,54",2,Alt Empord�                             
17,66,Figueres                                          ,3,3,B,739,559,"075,64",180,"024,36",4,"000,72",6,"001,07",549,"098,21",555,"099,28",2,Alt Empord�                             
17,66,Figueres                                          ,3,4,U,803,530,"066,00",273,"034,00",13,"002,45",2,"000,38",515,"097,17",517,"097,55",2,Alt Empord�                             
17,66,Figueres                                          ,3,5,A,892,679,"076,12",213,"023,88",1,"000,15",2,"000,29",676,"099,56",678,"099,85",2,Alt Empord�                             
17,66,Figueres                                          ,3,5,B,792,607,"076,64",185,"023,36",1,"000,16",5,"000,82",601,"099,01",606,"099,84",2,Alt Empord�                             
17,66,Figueres                                          ,4,1,U,903,633,"070,10",270,"029,90",3,"000,47",6,"000,95",624,"098,58",630,"099,53",2,Alt Empord�                             
17,66,Figueres                                          ,4,2,A,692,550,"079,48",142,"020,52",1,"000,18",5,"000,91",544,"098,91",549,"099,82",2,Alt Empord�                             
