Codi circumscripci�,Codi municipi,Nom municipi,Districte,Secci�,Mesa,Cens electoral,Votants,% votants,Abstenci�,% abstenci�,Vots nuls,% vots nuls,Vots en blanc,% vots en blanc, Vots a candidatures,% vots a candidatures,Vots v�lids,% vots v�lids,Codi comarca,Nom comarca
8,1,Abrera                                            ,1,1,A,369,316,"085,64",53,"014,36",0,"000,00",0,"000,00",316,"100,00",316,"100,00",11,Baix Llobregat                          
8,1,Abrera                                            ,1,1,B,366,318,"086,89",48,"013,11",2,"000,63",3,"000,94",313,"098,43",316,"099,37",11,Baix Llobregat                          
8,1,Abrera                                            ,1,1,C,407,360,"088,45",47,"011,55",2,"000,56",1,"000,28",357,"099,17",358,"099,44",11,Baix Llobregat                          
8,1,Abrera                                            ,1,2,A,420,366,"087,14",54,"012,86",1,"000,27",2,"000,55",363,"099,18",365,"099,73",11,Baix Llobregat                          
8,1,Abrera                                            ,1,2,B,412,350,"084,95",62,"015,05",0,"000,00",3,"000,86",347,"099,14",350,"100,00",11,Baix Llobregat                          
8,1,Abrera                                            ,1,2,C,432,360,"083,33",72,"016,67",1,"000,28",1,"000,28",358,"099,44",359,"099,72",11,Baix Llobregat                          
8,1,Abrera                                            ,1,3,U,570,508,"089,12",62,"010,88",1,"000,20",2,"000,39",505,"099,41",507,"099,80",11,Baix Llobregat                          
8,1,Abrera                                            ,1,4,A,832,728,"087,50",104,"012,50",4,"000,55",2,"000,27",722,"099,18",724,"099,45",11,Baix Llobregat                          
8,1,Abrera                                            ,1,4,B,520,463,"089,04",57,"010,96",2,"000,43",4,"000,86",457,"098,70",461,"099,57",11,Baix Llobregat                          
8,1,Abrera                                            ,1,5,A,671,546,"081,37",125,"018,63",3,"000,55",5,"000,92",538,"098,53",543,"099,45",11,Baix Llobregat                          
8,1,Abrera                                            ,1,5,B,718,610,"084,96",108,"015,04",1,"000,16",3,"000,49",606,"099,34",609,"099,84",11,Baix Llobregat                          
8,1,Abrera                                            ,1,7,A,520,431,"082,88",89,"017,12",2,"000,46",1,"000,23",428,"099,30",429,"099,54",11,Baix Llobregat                          
8,1,Abrera                                            ,1,7,B,616,511,"082,95",105,"017,05",1,"000,20",3,"000,59",507,"099,22",510,"099,80",11,Baix Llobregat                          
8,1,Abrera                                            ,1,7,C,713,597,"083,73",116,"016,27",2,"000,34",3,"000,50",592,"099,16",595,"099,66",11,Baix Llobregat                          
8,1,Abrera                                            ,1,8,A,640,553,"086,41",87,"013,59",2,"000,36",3,"000,54",548,"099,10",551,"099,64",11,Baix Llobregat                          
8,1,Abrera                                            ,1,8,B,761,678,"089,09",83,"010,91",2,"000,29",2,"000,29",674,"099,41",676,"099,71",11,Baix Llobregat                          
8,2,Aguilar de Segarra                                ,1,1,U,215,189,"087,91",26,"012,09",4,"002,12",0,"000,00",185,"097,88",185,"097,88",7,Bages                                   
8,3,Alella                                            ,1,1,A,663,571,"086,12",92,"013,88",3,"000,53",4,"000,70",564,"098,77",568,"099,47",21,Maresme                                 
8,3,Alella                                            ,1,1,B,640,543,"084,84",97,"015,16",2,"000,37",1,"000,18",540,"099,45",541,"099,63",21,Maresme                                 
8,3,Alella                                            ,1,1,C,681,578,"084,88",103,"015,12",3,"000,52",3,"000,52",572,"098,96",575,"099,48",21,Maresme                                 
8,3,Alella                                            ,1,2,A,829,721,"086,97",108,"013,03",0,"000,00",0,"000,00",721,"100,00",721,"100,00",21,Maresme                                 
8,3,Alella                                            ,1,2,B,977,845,"086,49",132,"013,51",3,"000,36",8,"000,95",834,"098,70",842,"099,64",21,Maresme                                 
8,3,Alella                                            ,1,3,A,811,690,"085,08",121,"014,92",1,"000,14",4,"000,58",685,"099,28",689,"099,86",21,Maresme                                 
8,3,Alella                                            ,1,3,B,886,747,"084,31",139,"015,69",1,"000,13",1,"000,13",745,"099,73",746,"099,87",21,Maresme                                 
8,3,Alella                                            ,1,4,A,771,638,"082,75",133,"017,25",3,"000,47",6,"000,94",629,"098,59",635,"099,53",21,Maresme                                 
8,3,Alella                                            ,1,4,B,884,730,"082,58",154,"017,42",3,"000,41",2,"000,27",725,"099,32",727,"099,59",21,Maresme                                 
8,4,Alpens                                            ,1,1,U,212,195,"091,98",17,"008,02",0,"000,00",2,"001,03",193,"098,97",195,"100,00",24,Osona                                   
8,5,"Ametlla del Vall�s, l'                            ",1,1,A,569,483,"084,89",86,"015,11",1,"000,21",1,"000,21",481,"099,59",482,"099,79",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,1,B,653,528,"080,86",125,"019,14",0,"000,00",1,"000,19",527,"099,81",528,"100,00",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,1,C,548,463,"084,49",85,"015,51",1,"000,22",0,"000,00",462,"099,78",462,"099,78",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,2,A,633,553,"087,36",80,"012,64",1,"000,18",0,"000,00",552,"099,82",552,"099,82",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,2,B,692,588,"084,97",104,"015,03",1,"000,17",3,"000,51",584,"099,32",587,"099,83",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,3,A,654,579,"088,53",75,"011,47",2,"000,35",1,"000,17",576,"099,48",577,"099,65",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,3,B,585,495,"084,62",90,"015,38",1,"000,20",1,"000,20",493,"099,60",494,"099,80",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,3,C,613,538,"087,77",75,"012,23",0,"000,00",4,"000,74",534,"099,26",538,"100,00",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,4,A,380,326,"085,79",54,"014,21",0,"000,00",1,"000,31",325,"099,69",326,"100,00",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,4,B,420,357,"085,00",63,"015,00",1,"000,28",3,"000,84",353,"098,88",356,"099,72",41,Vall�s Oriental                         
8,5,"Ametlla del Vall�s, l'                            ",1,5,U,570,492,"086,32",78,"013,68",0,"000,00",4,"000,81",488,"099,19",492,"100,00",41,Vall�s Oriental                         
8,6,Arenys de Mar                                     ,1,1,A,832,664,"079,81",168,"020,19",1,"000,15",2,"000,30",661,"099,55",663,"099,85",21,Maresme                                 
8,6,Arenys de Mar                                     ,1,1,B,965,800,"082,90",165,"017,10",1,"000,13",3,"000,38",796,"099,50",799,"099,88",21,Maresme                                 
8,6,Arenys de Mar                                     ,1,2,A,510,439,"086,08",71,"013,92",1,"000,23",2,"000,46",436,"099,32",438,"099,77",21,Maresme                                 
8,6,Arenys de Mar                                     ,1,2,B,618,522,"084,47",96,"015,53",3,"000,57",1,"000,19",518,"099,23",519,"099,43",21,Maresme                                 
8,6,Arenys de Mar                                     ,1,2,C,526,440,"083,65",86,"016,35",5,"001,14",1,"000,23",434,"098,64",435,"098,86",21,Maresme                                 
8,6,Arenys de Mar                                     ,1,3,A,444,345,"077,70",99,"022,30",1,"000,29",2,"000,58",342,"099,13",344,"099,71",21,Maresme                                 
8,6,Arenys de Mar                                     ,1,3,B,498,394,"079,12",104,"020,88",1,"000,25",3,"000,76",390,"098,98",393,"099,75",21,Maresme                                 
8,6,Arenys de Mar                                     ,1,4,U,910,695,"076,37",215,"023,63",2,"000,29",1,"000,14",692,"099,57",693,"099,71",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,1,A,606,483,"079,70",123,"020,30",3,"000,62",1,"000,21",479,"099,17",480,"099,38",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,1,B,705,566,"080,28",139,"019,72",2,"000,35",3,"000,53",561,"099,12",564,"099,65",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,2,A,696,583,"083,76",113,"016,24",3,"000,51",4,"000,69",576,"098,80",580,"099,49",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,2,B,711,604,"084,95",107,"015,05",1,"000,17",1,"000,17",602,"099,67",603,"099,83",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,3,A,643,503,"078,23",140,"021,77",2,"000,40",2,"000,40",499,"099,20",501,"099,60",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,3,B,752,587,"078,06",165,"021,94",1,"000,17",1,"000,17",585,"099,66",586,"099,83",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,4,A,444,338,"076,13",106,"023,87",1,"000,30",3,"000,89",334,"098,82",337,"099,70",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,4,B,551,435,"078,95",116,"021,05",4,"000,92",1,"000,23",430,"098,85",431,"099,08",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,5,A,610,512,"083,93",98,"016,07",0,"000,00",0,"000,00",512,"100,00",512,"100,00",21,Maresme                                 
8,6,Arenys de Mar                                     ,2,5,B,648,554,"085,49",94,"014,51",1,"000,18",2,"000,36",551,"099,46",553,"099,82",21,Maresme                                 
8,7,Arenys de Munt                                    ,1,1,A,530,438,"082,64",92,"017,36",1,"000,23",2,"000,46",435,"099,32",437,"099,77",21,Maresme                                 
8,7,Arenys de Munt                                    ,1,1,B,623,523,"083,95",100,"016,05",0,"000,00",1,"000,19",522,"099,81",523,"100,00",21,Maresme                                 
8,7,Arenys de Munt                                    ,1,2,A,584,505,"086,47",79,"013,53",0,"000,00",1,"000,20",504,"099,80",505,"100,00",21,Maresme                                 
8,7,Arenys de Munt                                    ,1,2,B,428,358,"083,64",70,"016,36",0,"000,00",0,"000,00",358,"100,00",358,"100,00",21,Maresme                                 
8,7,Arenys de Munt                                    ,1,2,C,619,518,"083,68",101,"016,32",1,"000,19",3,"000,58",514,"099,23",517,"099,81",21,Maresme                                 
8,7,Arenys de Munt                                    ,1,2,D,602,517,"085,88",85,"014,12",0,"000,00",0,"000,00",517,"100,00",517,"100,00",21,Maresme                                 
8,7,Arenys de Munt                                    ,2,1,A,551,493,"089,47",58,"010,53",2,"000,41",3,"000,61",488,"098,99",491,"099,59",21,Maresme                                 
8,7,Arenys de Munt                                    ,2,1,B,558,486,"087,10",72,"012,90",4,"000,82",2,"000,41",480,"098,77",482,"099,18",21,Maresme                                 
8,7,Arenys de Munt                                    ,2,1,C,502,442,"088,05",60,"011,95",0,"000,00",1,"000,23",441,"099,77",442,"100,00",21,Maresme                                 
8,7,Arenys de Munt                                    ,2,2,A,538,430,"079,93",108,"020,07",0,"000,00",2,"000,47",428,"099,53",430,"100,00",21,Maresme                                 
8,7,Arenys de Munt                                    ,2,2,B,513,422,"082,26",91,"017,74",1,"000,24",2,"000,47",419,"099,29",421,"099,76",21,Maresme                                 
8,7,Arenys de Munt                                    ,2,2,C,576,484,"084,03",92,"015,97",2,"000,41",1,"000,21",481,"099,38",482,"099,59",21,Maresme                                 
8,8,Argen�ola                                         ,1,1,U,190,158,"083,16",32,"016,84",0,"000,00",0,"000,00",158,"100,00",158,"100,00",6,Anoia                                   
8,9,Argentona                                         ,1,1,A,321,288,"089,72",33,"010,28",1,"000,35",2,"000,69",285,"098,96",287,"099,65",21,Maresme                                 
8,9,Argentona                                         ,1,1,B,320,289,"090,31",31,"009,69",1,"000,35",0,"000,00",288,"099,65",288,"099,65",21,Maresme                                 
8,9,Argentona                                         ,1,2,A,596,511,"085,74",85,"014,26",0,"000,00",2,"000,39",509,"099,61",511,"100,00",21,Maresme                                 
8,9,Argentona                                         ,1,2,B,660,572,"086,67",88,"013,33",0,"000,00",1,"000,17",571,"099,83",572,"100,00",21,Maresme                                 
8,9,Argentona                                         ,1,3,A,369,312,"084,55",57,"015,45",2,"000,64",0,"000,00",310,"099,36",310,"099,36",21,Maresme                                 
8,9,Argentona                                         ,1,3,B,449,359,"079,96",90,"020,04",2,"000,56",2,"000,56",355,"098,89",357,"099,44",21,Maresme                                 
8,9,Argentona                                         ,1,4,A,619,507,"081,91",112,"018,09",1,"000,20",1,"000,20",505,"099,61",506,"099,80",21,Maresme                                 
8,9,Argentona                                         ,1,4,B,775,646,"083,35",129,"016,65",1,"000,15",1,"000,15",644,"099,69",645,"099,85",21,Maresme                                 
8,9,Argentona                                         ,1,5,A,390,372,"095,38",18,"004,62",0,"000,00",4,"001,08",368,"098,92",372,"100,00",21,Maresme                                 
8,9,Argentona                                         ,1,5,B,420,389,"092,62",31,"007,38",0,"000,00",3,"000,77",386,"099,23",389,"100,00",21,Maresme                                 
8,9,Argentona                                         ,1,6,A,524,465,"088,74",59,"011,26",1,"000,22",2,"000,43",462,"099,35",464,"099,78",21,Maresme                                 
8,9,Argentona                                         ,1,6,B,526,456,"086,69",70,"013,31",3,"000,66",2,"000,44",451,"098,90",453,"099,34",21,Maresme                                 
8,9,Argentona                                         ,1,6,C,415,357,"086,02",58,"013,98",2,"000,56",1,"000,28",354,"099,16",355,"099,44",21,Maresme                                 
8,9,Argentona                                         ,2,1,A,637,546,"085,71",91,"014,29",1,"000,18",7,"001,28",538,"098,53",545,"099,82",21,Maresme                                 
8,9,Argentona                                         ,2,1,B,638,552,"086,52",86,"013,48",1,"000,18",4,"000,72",547,"099,09",551,"099,82",21,Maresme                                 
8,9,Argentona                                         ,2,1,C,623,546,"087,64",77,"012,36",2,"000,37",0,"000,00",544,"099,63",544,"099,63",21,Maresme                                 
8,9,Argentona                                         ,2,2,A,478,418,"087,45",60,"012,55",1,"000,24",2,"000,48",415,"099,28",417,"099,76",21,Maresme                                 
8,9,Argentona                                         ,2,2,B,531,464,"087,38",67,"012,62",3,"000,65",1,"000,22",460,"099,14",461,"099,35",21,Maresme                                 
8,10,Art�s                                             ,1,1,A,471,393,"083,44",78,"016,56",1,"000,25",0,"000,00",392,"099,75",392,"099,75",7,Bages                                   
8,10,Art�s                                             ,1,1,B,595,489,"082,18",106,"017,82",5,"001,02",2,"000,41",482,"098,57",484,"098,98",7,Bages                                   
8,10,Art�s                                             ,2,1,A,533,471,"088,37",62,"011,63",1,"000,21",4,"000,85",466,"098,94",470,"099,79",7,Bages                                   
8,10,Art�s                                             ,2,1,B,658,585,"088,91",73,"011,09",3,"000,51",3,"000,51",579,"098,97",582,"099,49",7,Bages                                   
8,10,Art�s                                             ,2,2,U,679,564,"083,06",115,"016,94",4,"000,71",3,"000,53",557,"098,76",560,"099,29",7,Bages                                   
8,10,Art�s                                             ,2,3,A,589,527,"089,47",62,"010,53",1,"000,19",4,"000,76",522,"099,05",526,"099,81",7,Bages                                   
8,10,Art�s                                             ,2,3,B,693,587,"084,70",106,"015,30",3,"000,51",2,"000,34",582,"099,15",584,"099,49",7,Bages                                   
8,11,Avi�                                              ,1,1,A,867,756,"087,20",111,"012,80",1,"000,13",4,"000,53",751,"099,34",755,"099,87",14,Bergued�                                
8,11,Avi�                                              ,1,1,B,889,773,"086,95",116,"013,05",0,"000,00",7,"000,91",766,"099,09",773,"100,00",14,Bergued�                                
8,12,Aviny�                                            ,1,1,A,636,532,"083,65",104,"016,35",3,"000,56",8,"001,50",521,"097,93",529,"099,44",7,Bages                                   
8,12,Aviny�                                            ,1,1,B,531,444,"083,62",87,"016,38",0,"000,00",3,"000,68",441,"099,32",444,"100,00",7,Bages                                   
8,12,Aviny�                                            ,1,1,C,530,465,"087,74",65,"012,26",3,"000,65",1,"000,22",461,"099,14",462,"099,35",7,Bages                                   
8,13,Avinyonet del Pened�s                             ,1,1,A,608,509,"083,72",99,"016,28",0,"000,00",2,"000,39",507,"099,61",509,"100,00",3,Alt Pened�s                             
8,13,Avinyonet del Pened�s                             ,1,1,B,638,563,"088,24",75,"011,76",0,"000,00",3,"000,53",560,"099,47",563,"100,00",3,Alt Pened�s                             
8,14,Aiguafreda                                        ,1,1,A,678,570,"084,07",108,"015,93",4,"000,70",2,"000,35",564,"098,95",566,"099,30",41,Vall�s Oriental                         
8,14,Aiguafreda                                        ,1,1,B,582,493,"084,71",89,"015,29",3,"000,61",2,"000,41",488,"098,99",490,"099,39",41,Vall�s Oriental                         
8,14,Aiguafreda                                        ,1,1,C,748,652,"087,17",96,"012,83",3,"000,46",0,"000,00",649,"099,54",649,"099,54",41,Vall�s Oriental                         
8,15,Badalona                                          ,1,1,A,524,473,"090,27",51,"009,73",1,"000,21",2,"000,42",470,"099,37",472,"099,79",13,Barcelon�s                              
8,15,Badalona                                          ,1,1,B,642,550,"085,67",92,"014,33",0,"000,00",0,"000,00",550,"100,00",550,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,1,2,A,406,354,"087,19",52,"012,81",3,"000,85",0,"000,00",351,"099,15",351,"099,15",13,Barcelon�s                              
8,15,Badalona                                          ,1,2,B,558,472,"084,59",86,"015,41",0,"000,00",1,"000,21",471,"099,79",472,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,1,3,U,797,700,"087,83",97,"012,17",0,"000,00",1,"000,14",699,"099,86",700,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,1,4,U,662,590,"089,12",72,"010,88",0,"000,00",4,"000,68",586,"099,32",590,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,1,5,A,537,462,"086,03",75,"013,97",0,"000,00",4,"000,87",458,"099,13",462,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,1,5,B,596,531,"089,09",65,"010,91",3,"000,56",2,"000,38",526,"099,06",528,"099,44",13,Barcelon�s                              
8,15,Badalona                                          ,1,7,A,420,364,"086,67",56,"013,33",0,"000,00",1,"000,27",363,"099,73",364,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,1,7,B,571,512,"089,67",59,"010,33",0,"000,00",1,"000,20",511,"099,80",512,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,1,8,U,500,442,"088,40",58,"011,60",1,"000,23",3,"000,68",438,"099,10",441,"099,77",13,Barcelon�s                              
8,15,Badalona                                          ,2,1,U,1.004,821,"081,77",183,"018,23",5,"000,61",6,"000,73",810,"098,66",816,"099,39",13,Barcelon�s                              
8,15,Badalona                                          ,2,2,A,654,560,"085,63",94,"014,37",0,"000,00",2,"000,36",558,"099,64",560,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,2,2,B,696,607,"087,21",89,"012,79",2,"000,33",4,"000,66",601,"099,01",605,"099,67",13,Barcelon�s                              
8,15,Badalona                                          ,2,3,U,717,630,"087,87",87,"012,13",1,"000,16",3,"000,48",626,"099,37",629,"099,84",13,Barcelon�s                              
8,15,Badalona                                          ,2,4,A,804,701,"087,19",103,"012,81",4,"000,57",5,"000,71",692,"098,72",697,"099,43",13,Barcelon�s                              
8,15,Badalona                                          ,2,4,B,813,707,"086,96",106,"013,04",1,"000,14",6,"000,85",700,"099,01",706,"099,86",13,Barcelon�s                              
8,15,Badalona                                          ,2,5,U,940,706,"075,11",234,"024,89",7,"000,99",3,"000,42",696,"098,58",699,"099,01",13,Barcelon�s                              
8,15,Badalona                                          ,2,7,U,883,653,"073,95",230,"026,05",2,"000,31",2,"000,31",649,"099,39",651,"099,69",13,Barcelon�s                              
8,15,Badalona                                          ,2,8,A,844,740,"087,68",104,"012,32",3,"000,41",2,"000,27",735,"099,32",737,"099,59",13,Barcelon�s                              
8,15,Badalona                                          ,2,8,B,831,716,"086,16",115,"013,84",1,"000,14",1,"000,14",714,"099,72",715,"099,86",13,Barcelon�s                              
8,15,Badalona                                          ,2,9,U,756,516,"068,25",240,"031,75",1,"000,19",3,"000,58",512,"099,22",515,"099,81",13,Barcelon�s                              
8,15,Badalona                                          ,2,10,A,487,352,"072,28",135,"027,72",0,"000,00",2,"000,57",350,"099,43",352,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,2,10,B,554,419,"075,63",135,"024,37",5,"001,19",2,"000,48",412,"098,33",414,"098,81",13,Barcelon�s                              
8,15,Badalona                                          ,2,11,A,540,422,"078,15",118,"021,85",1,"000,24",0,"000,00",421,"099,76",421,"099,76",13,Barcelon�s                              
8,15,Badalona                                          ,2,11,B,632,491,"077,69",141,"022,31",1,"000,20",4,"000,81",486,"098,98",490,"099,80",13,Barcelon�s                              
8,15,Badalona                                          ,2,12,U,820,659,"080,37",161,"019,63",3,"000,46",3,"000,46",653,"099,09",656,"099,54",13,Barcelon�s                              
8,15,Badalona                                          ,2,13,U,838,638,"076,13",200,"023,87",3,"000,47",5,"000,78",630,"098,75",635,"099,53",13,Barcelon�s                              
8,15,Badalona                                          ,2,15,U,760,579,"076,18",181,"023,82",1,"000,17",2,"000,35",576,"099,48",578,"099,83",13,Barcelon�s                              
8,15,Badalona                                          ,3,1,A,800,633,"079,13",167,"020,88",3,"000,47",0,"000,00",630,"099,53",630,"099,53",13,Barcelon�s                              
8,15,Badalona                                          ,3,1,B,909,754,"082,95",155,"017,05",5,"000,66",6,"000,80",743,"098,54",749,"099,34",13,Barcelon�s                              
8,15,Badalona                                          ,3,3,A,651,539,"082,80",112,"017,20",1,"000,19",0,"000,00",538,"099,81",538,"099,81",13,Barcelon�s                              
8,15,Badalona                                          ,3,3,B,686,587,"085,57",99,"014,43",2,"000,34",1,"000,17",584,"099,49",585,"099,66",13,Barcelon�s                              
8,15,Badalona                                          ,3,4,A,621,538,"086,63",83,"013,37",2,"000,37",2,"000,37",534,"099,26",536,"099,63",13,Barcelon�s                              
8,15,Badalona                                          ,3,4,B,698,596,"085,39",102,"014,61",0,"000,00",6,"001,01",590,"098,99",596,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,3,5,U,1.007,802,"079,64",205,"020,36",0,"000,00",3,"000,37",799,"099,63",802,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,3,6,U,929,815,"087,73",114,"012,27",4,"000,49",4,"000,49",807,"099,02",811,"099,51",13,Barcelon�s                              
8,15,Badalona                                          ,3,7,A,472,416,"088,14",56,"011,86",1,"000,24",0,"000,00",415,"099,76",415,"099,76",13,Barcelon�s                              
8,15,Badalona                                          ,3,7,B,503,453,"090,06",50,"009,94",0,"000,00",1,"000,22",452,"099,78",453,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,3,8,U,534,452,"084,64",82,"015,36",1,"000,22",4,"000,88",447,"098,89",451,"099,78",13,Barcelon�s                              
8,15,Badalona                                          ,3,9,A,681,596,"087,52",85,"012,48",2,"000,34",2,"000,34",592,"099,33",594,"099,66",13,Barcelon�s                              
8,15,Badalona                                          ,3,9,B,747,637,"085,27",110,"014,73",3,"000,47",4,"000,63",630,"098,90",634,"099,53",13,Barcelon�s                              
8,15,Badalona                                          ,3,10,U,736,616,"083,70",120,"016,30",1,"000,16",2,"000,32",613,"099,51",615,"099,84",13,Barcelon�s                              
8,15,Badalona                                          ,3,11,U,918,777,"084,64",141,"015,36",8,"001,03",1,"000,13",768,"098,84",769,"098,97",13,Barcelon�s                              
8,15,Badalona                                          ,3,13,A,599,538,"089,82",61,"010,18",1,"000,19",0,"000,00",537,"099,81",537,"099,81",13,Barcelon�s                              
8,15,Badalona                                          ,3,13,B,664,568,"085,54",96,"014,46",0,"000,00",1,"000,18",567,"099,82",568,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,3,13,C,716,629,"087,85",87,"012,15",0,"000,00",3,"000,48",626,"099,52",629,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,1,A,719,570,"079,28",149,"020,72",0,"000,00",3,"000,53",567,"099,47",570,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,1,B,803,665,"082,81",138,"017,19",1,"000,15",2,"000,30",662,"099,55",664,"099,85",13,Barcelon�s                              
8,15,Badalona                                          ,4,2,A,560,464,"082,86",96,"017,14",3,"000,65",2,"000,43",459,"098,92",461,"099,35",13,Barcelon�s                              
8,15,Badalona                                          ,4,2,B,673,573,"085,14",100,"014,86",0,"000,00",2,"000,35",571,"099,65",573,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,3,A,523,444,"084,89",79,"015,11",2,"000,45",1,"000,23",441,"099,32",442,"099,55",13,Barcelon�s                              
8,15,Badalona                                          ,4,3,B,619,517,"083,52",102,"016,48",0,"000,00",1,"000,19",516,"099,81",517,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,4,A,896,742,"082,81",154,"017,19",1,"000,13",4,"000,54",737,"099,33",741,"099,87",13,Barcelon�s                              
8,15,Badalona                                          ,4,4,B,902,755,"083,70",147,"016,30",0,"000,00",5,"000,66",750,"099,34",755,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,5,A,529,446,"084,31",83,"015,69",0,"000,00",3,"000,67",443,"099,33",446,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,5,B,651,555,"085,25",96,"014,75",1,"000,18",2,"000,36",552,"099,46",554,"099,82",13,Barcelon�s                              
8,15,Badalona                                          ,4,6,A,829,676,"081,54",153,"018,46",0,"000,00",6,"000,89",670,"099,11",676,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,6,B,1.047,836,"079,85",211,"020,15",6,"000,72",4,"000,48",826,"098,80",830,"099,28",13,Barcelon�s                              
8,15,Badalona                                          ,4,7,A,659,574,"087,10",85,"012,90",0,"000,00",2,"000,35",572,"099,65",574,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,7,B,772,662,"085,75",110,"014,25",0,"000,00",2,"000,30",660,"099,70",662,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,8,A,554,461,"083,21",93,"016,79",0,"000,00",0,"000,00",461,"100,00",461,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,8,B,599,508,"084,81",91,"015,19",7,"001,38",4,"000,79",497,"097,83",501,"098,62",13,Barcelon�s                              
8,15,Badalona                                          ,4,9,U,701,573,"081,74",128,"018,26",4,"000,70",2,"000,35",567,"098,95",569,"099,30",13,Barcelon�s                              
8,15,Badalona                                          ,4,10,U,936,709,"075,75",227,"024,25",3,"000,42",3,"000,42",703,"099,15",706,"099,58",13,Barcelon�s                              
8,15,Badalona                                          ,4,11,A,521,442,"084,84",79,"015,16",1,"000,23",1,"000,23",440,"099,55",441,"099,77",13,Barcelon�s                              
8,15,Badalona                                          ,4,11,B,606,500,"082,51",106,"017,49",3,"000,60",1,"000,20",496,"099,20",497,"099,40",13,Barcelon�s                              
8,15,Badalona                                          ,4,12,A,487,374,"076,80",113,"023,20",3,"000,80",0,"000,00",371,"099,20",371,"099,20",13,Barcelon�s                              
8,15,Badalona                                          ,4,12,B,591,465,"078,68",126,"021,32",1,"000,22",2,"000,43",462,"099,35",464,"099,78",13,Barcelon�s                              
8,15,Badalona                                          ,4,13,U,911,784,"086,06",127,"013,94",6,"000,77",2,"000,26",776,"098,98",778,"099,23",13,Barcelon�s                              
8,15,Badalona                                          ,4,14,A,545,492,"090,28",53,"009,72",2,"000,41",1,"000,20",489,"099,39",490,"099,59",13,Barcelon�s                              
8,15,Badalona                                          ,4,14,B,695,609,"087,63",86,"012,37",5,"000,82",1,"000,16",603,"099,01",604,"099,18",13,Barcelon�s                              
8,15,Badalona                                          ,4,14,C,705,637,"090,35",68,"009,65",2,"000,31",0,"000,00",635,"099,69",635,"099,69",13,Barcelon�s                              
8,15,Badalona                                          ,4,15,A,482,391,"081,12",91,"018,88",0,"000,00",1,"000,26",390,"099,74",391,"100,00",13,Barcelon�s                              
8,15,Badalona                                          ,4,15,B,569,471,"082,78",98,"017,22",2,"000,42",1,"000,21",468,"099,36",469,"099,58",13,Barcelon�s                              
8,15,Badalona                                          ,4,16,A,642,563,"087,69",79,"012,31",1,"000,18",2,"000,36",560,"099,47",562,"099,82",13,Barcelon�s                              
8,15,Badalona                                          ,4,16,B,825,706,"085,58",119,"014,42",2,"000,28",5,"000,71",699,"099,01",704,"099,72",13,Barcelon�s                              
8,15,Badalona                                          ,5,1,A,836,736,"088,04",100,"011,96",1,"000,14",3,"000,41",732,"099,46",735,"099,86",13,Barcelon�s                              
