Resultats per mesa - 2017

;;;;;;;;;;;;;;;;;;;Ciutadans-Partido de la Ciudadanía (C's);;Junts per Catalunya (JUNTSxCAT);;Esquerra Republicana-Catalunya Sí (ERC-CatSí);;Partit dels Socialistes de Catalunya (PSC-PSOE) (PSC);;Catalunya en Comú-Podem (CatComú-Podem);;Candidatura d'Unitat Popular (CUP);;Partit Popular / Partido Popular (PP);;Partit Animalista contra el Maltractament Animal (PACMA);;Recortes Cero-Grupo Verde (RECORTES CERO-GRUPO VERDE);;Per un Món Més Just (PU M+J);;Diàleg Republicà (Candidatura retirada) (DIÀLEG (C. RETIRADA));;
Codi circumscripció;Codi municipi;Nom municipi;Districte;Secció;Mesa;Cens electoral;Votants;% votants;Abstenció;% abstenció;Vots nuls;% vots nuls;Vots en blanc;% vots en blanc; Vots a candidatures;% vots a candidatures;Vots vàlids;% vots vàlids;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Codi comarca;Nom comarca;
08;005;Ametlla del Vallès, l'                            ;01;001 ;C;       548;       463;084,49;        85;015,51;         1;000,22;         0;000,00;       462;099,78;       462;099,78;        93;020,13;       156;033,77;       106;022,94;        47;010,17;        27;005,84;        15;003,25;        13;002,81;         4;000,87;         1;000,22;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;002 ;A;       633;       553;087,36;        80;012,64;         1;000,18;         0;000,00;       552;099,82;       552;099,82;        88;015,94;       227;041,12;       120;021,74;        51;009,24;        14;002,54;        37;006,70;         9;001,63;         5;000,91;         1;000,18;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;002 ;B;       692;       588;084,97;       104;015,03;         1;000,17;         3;000,51;       584;099,32;       587;099,83;        62;010,56;       280;047,70;       131;022,32;        44;007,50;        26;004,43;        21;003,58;        14;002,39;         5;000,85;         1;000,17;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;003 ;A;       654;       579;088,53;        75;011,47;         2;000,35;         1;000,17;       576;099,48;       577;099,65;        93;016,12;       228;039,51;       151;026,17;        36;006,24;        25;004,33;        26;004,51;        12;002,08;         3;000,52;         2;000,35;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;003 ;B;       585;       495;084,62;        90;015,38;         1;000,20;         1;000,20;       493;099,60;       494;099,80;       112;022,67;       167;033,81;       123;024,90;        40;008,10;        25;005,06;        11;002,23;        10;002,02;         4;000,81;         1;000,20;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;003 ;C;       613;       538;087,77;        75;012,23;         0;000,00;         4;000,74;       534;099,26;       538;100,00;        76;014,13;       241;044,80;       130;024,16;        25;004,65;        26;004,83;        17;003,16;        13;002,42;         5;000,93;         1;000,19;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;004 ;A;       380;       326;085,79;        54;014,21;         0;000,00;         1;000,31;       325;099,69;       326;100,00;        65;019,94;       127;038,96;        73;022,39;        27;008,28;        19;005,83;         9;002,76;         5;001,53;         0;000,00;         0;000,00;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;004 ;B;       420;       357;085,00;        63;015,00;         1;000,28;         3;000,84;       353;098,88;       356;099,72;        69;019,38;       126;035,39;        96;026,97;        28;007,87;        18;005,06;        12;003,37;         2;000,56;         1;000,28;         1;000,28;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;005;Ametlla del Vallès, l'                            ;01;005 ;U;       570;       492;086,32;        78;013,68;         0;000,00;         4;000,81;       488;099,19;       492;100,00;       139;028,25;       115;023,37;        97;019,72;        59;011,99;        40;008,13;        16;003,25;        17;003,46;         5;001,02;         0;000,00;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;006;Arenys de Mar                                     ;01;001 ;A;       832;       664;079,81;       168;020,19;         1;000,15;         2;000,30;       661;099,55;       663;099,85;       106;015,99;       219;033,03;       181;027,30;        55;008,30;        32;004,83;        38;005,73;        24;003,62;         1;000,15;         5;000,75;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;01;001 ;B;       965;       800;082,90;       165;017,10;         1;000,13;         3;000,38;       796;099,50;       799;099,88;       145;018,15;       262;032,79;       205;025,66;        69;008,64;        32;004,01;        54;006,76;        27;003,38;         1;000,13;         1;000,13;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;01;002 ;A;       510;       439;086,08;        71;013,92;         1;000,23;         2;000,46;       436;099,32;       438;099,77;        61;013,93;       171;039,04;       117;026,71;        35;007,99;        22;005,02;        16;003,65;        12;002,74;         2;000,46;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;01;002 ;B;       618;       522;084,47;        96;015,53;         3;000,57;         1;000,19;       518;099,23;       519;099,43;        80;015,41;       179;034,49;       134;025,82;        47;009,06;        29;005,59;        32;006,17;        12;002,31;         5;000,96;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;01;002 ;C;       526;       440;083,65;        86;016,35;         5;001,14;         1;000,23;       434;098,64;       435;098,86;        53;012,18;       170;039,08;       124;028,51;        33;007,59;        18;004,14;        24;005,52;        10;002,30;         1;000,23;         1;000,23;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;01;003 ;A;       444;       345;077,70;        99;022,30;         1;000,29;         2;000,58;       342;099,13;       344;099,71;        51;014,83;       123;035,76;        73;021,22;        47;013,66;        13;003,78;        14;004,07;        17;004,94;         3;000,87;         1;000,29;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;01;003 ;B;       498;       394;079,12;       104;020,88;         1;000,25;         3;000,76;       390;098,98;       393;099,75;        66;016,79;       150;038,17;       104;026,46;        32;008,14;        17;004,33;        10;002,54;         7;001,78;         3;000,76;         1;000,25;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;01;004 ;U;       910;       695;076,37;       215;023,63;         2;000,29;         1;000,14;       692;099,57;       693;099,71;       140;020,20;       223;032,18;       143;020,63;        64;009,24;        38;005,48;        46;006,64;        30;004,33;         6;000,87;         2;000,29;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;001 ;A;       606;       483;079,70;       123;020,30;         3;000,62;         1;000,21;       479;099,17;       480;099,38;        81;016,88;       148;030,83;       132;027,50;        47;009,79;        20;004,17;        27;005,63;        18;003,75;         5;001,04;         1;000,21;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;001 ;B;       705;       566;080,28;       139;019,72;         2;000,35;         3;000,53;       561;099,12;       564;099,65;        88;015,60;       195;034,57;       156;027,66;        52;009,22;        26;004,61;        21;003,72;        16;002,84;         4;000,71;         3;000,53;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;002 ;A;       696;       583;083,76;       113;016,24;         3;000,51;         4;000,69;       576;098,80;       580;099,49;        74;012,76;       233;040,17;       156;026,90;        29;005,00;        21;003,62;        46;007,93;        13;002,24;         4;000,69;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;002 ;B;       711;       604;084,95;       107;015,05;         1;000,17;         1;000,17;       602;099,67;       603;099,83;        81;013,43;       225;037,31;       164;027,20;        46;007,63;        25;004,15;        44;007,30;        13;002,16;         3;000,50;         1;000,17;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;003 ;A;       643;       503;078,23;       140;021,77;         2;000,40;         2;000,40;       499;099,20;       501;099,60;        79;015,77;       177;035,33;       136;027,15;        50;009,98;        21;004,19;        18;003,59;        16;003,19;         2;000,40;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;003 ;B;       752;       587;078,06;       165;021,94;         1;000,17;         1;000,17;       585;099,66;       586;099,83;        98;016,72;       210;035,84;       154;026,28;        46;007,85;        21;003,58;        27;004,61;        29;004,95;         0;000,00;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;004 ;A;       444;       338;076,13;       106;023,87;         1;000,30;         3;000,89;       334;098,82;       337;099,70;        87;025,82;        62;018,40;        98;029,08;        41;012,17;        15;004,45;        18;005,34;        10;002,97;         3;000,89;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;004 ;B;       551;       435;078,95;       116;021,05;         4;000,92;         1;000,23;       430;098,85;       431;099,08;       120;027,84;        89;020,65;       101;023,43;        48;011,14;        35;008,12;        16;003,71;        18;004,18;         2;000,46;         1;000,23;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;005 ;A;       610;       512;083,93;        98;016,07;         0;000,00;         0;000,00;       512;100,00;       512;100,00;       141;027,54;       109;021,29;       129;025,20;        63;012,30;        28;005,47;        14;002,73;        24;004,69;         4;000,78;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;006;Arenys de Mar                                     ;02;005 ;B;       648;       554;085,49;        94;014,51;         1;000,18;         2;000,36;       551;099,46;       553;099,82;       142;025,68;       123;022,24;       132;023,87;        68;012,30;        34;006,15;        24;004,34;        22;003,98;         4;000,72;         2;000,36;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;01;001 ;A;       530;       438;082,64;        92;017,36;         1;000,23;         2;000,46;       435;099,32;       437;099,77;        51;011,67;       174;039,82;       133;030,43;        28;006,41;        19;004,35;        21;004,81;         6;001,37;         2;000,46;         1;000,23;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;01;001 ;B;       623;       523;083,95;       100;016,05;         0;000,00;         1;000,19;       522;099,81;       523;100,00;        62;011,85;       211;040,34;       156;029,83;        29;005,54;        26;004,97;        25;004,78;        12;002,29;         0;000,00;         1;000,19;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;01;002 ;A;       584;       505;086,47;        79;013,53;         0;000,00;         1;000,20;       504;099,80;       505;100,00;        68;013,47;       195;038,61;       140;027,72;        35;006,93;        24;004,75;        31;006,14;         5;000,99;         4;000,79;         2;000,40;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;01;002 ;B;       428;       358;083,64;        70;016,36;         0;000,00;         0;000,00;       358;100,00;       358;100,00;        52;014,53;       131;036,59;        95;026,54;        30;008,38;        15;004,19;        27;007,54;         7;001,96;         0;000,00;         1;000,28;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;01;002 ;C;       619;       518;083,68;       101;016,32;         1;000,19;         3;000,58;       514;099,23;       517;099,81;        72;013,93;       181;035,01;       160;030,95;        33;006,38;        16;003,09;        36;006,96;         9;001,74;         7;001,35;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;01;002 ;D;       602;       517;085,88;        85;014,12;         0;000,00;         0;000,00;       517;100,00;       517;100,00;        79;015,28;       187;036,17;       155;029,98;        26;005,03;        21;004,06;        31;006,00;        12;002,32;         5;000,97;         1;000,19;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;02;001 ;A;       551;       493;089,47;        58;010,53;         2;000,41;         3;000,61;       488;098,99;       491;099,59;        51;010,39;       198;040,33;       137;027,90;        28;005,70;        24;004,89;        36;007,33;        10;002,04;         4;000,81;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;02;001 ;B;       558;       486;087,10;        72;012,90;         4;000,82;         2;000,41;       480;098,77;       482;099,18;        75;015,56;       169;035,06;       129;026,76;        31;006,43;        32;006,64;        33;006,85;         9;001,87;         2;000,41;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;02;001 ;C;       502;       442;088,05;        60;011,95;         0;000,00;         1;000,23;       441;099,77;       442;100,00;        61;013,80;       192;043,44;       119;026,92;        16;003,62;        19;004,30;        26;005,88;         5;001,13;         3;000,68;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;02;002 ;A;       538;       430;079,93;       108;020,07;         0;000,00;         2;000,47;       428;099,53;       430;100,00;        85;019,77;       148;034,42;       124;028,84;        23;005,35;        23;005,35;        15;003,49;         6;001,40;         4;000,93;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;02;002 ;B;       513;       422;082,26;        91;017,74;         1;000,24;         2;000,47;       419;099,29;       421;099,76;        77;018,29;       129;030,64;       124;029,45;        31;007,36;        24;005,70;        19;004,51;        10;002,38;         4;000,95;         1;000,24;         0;000,00;         0;000,00;21;Maresme                                 ;
08;007;Arenys de Munt                                    ;02;002 ;C;       576;       484;084,03;        92;015,97;         2;000,41;         1;000,21;       481;099,38;       482;099,59;        68;014,11;       192;039,83;       123;025,52;        36;007,47;        22;004,56;        23;004,77;        13;002,70;         4;000,83;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;008;Argençola                                         ;01;001 ;U;       190;       158;083,16;        32;016,84;         0;000,00;         0;000,00;       158;100,00;       158;100,00;        12;007,59;        71;044,94;        47;029,75;         3;001,90;         3;001,90;        17;010,76;         3;001,90;         2;001,27;         0;000,00;         0;000,00;         0;000,00;06;Anoia                                   ;
08;009;Argentona                                         ;01;001 ;A;       321;       288;089,72;        33;010,28;         1;000,35;         2;000,69;       285;098,96;       287;099,65;        38;013,24;       109;037,98;        62;021,60;        18;006,27;        15;005,23;        33;011,50;         7;002,44;         3;001,05;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;001 ;B;       320;       289;090,31;        31;009,69;         1;000,35;         0;000,00;       288;099,65;       288;099,65;        46;015,97;        96;033,33;        68;023,61;        27;009,38;        18;006,25;        26;009,03;         4;001,39;         3;001,04;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;002 ;A;       596;       511;085,74;        85;014,26;         0;000,00;         2;000,39;       509;099,61;       511;100,00;        87;017,03;       195;038,16;       119;023,29;        25;004,89;        22;004,31;        43;008,41;        15;002,94;         3;000,59;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;002 ;B;       660;       572;086,67;        88;013,33;         0;000,00;         1;000,17;       571;099,83;       572;100,00;       106;018,53;       186;032,52;       118;020,63;        57;009,97;        39;006,82;        40;006,99;        21;003,67;         4;000,70;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;003 ;A;       369;       312;084,55;        57;015,45;         2;000,64;         0;000,00;       310;099,36;       310;099,36;       117;037,74;        55;017,74;        58;018,71;        41;013,23;        25;008,06;         5;001,61;         8;002,58;         1;000,32;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;003 ;B;       449;       359;079,96;        90;020,04;         2;000,56;         2;000,56;       355;098,89;       357;099,44;       132;036,97;        45;012,61;        53;014,85;        70;019,61;        25;007,00;         9;002,52;        15;004,20;         4;001,12;         2;000,56;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;004 ;A;       619;       507;081,91;       112;018,09;         1;000,20;         1;000,20;       505;099,61;       506;099,80;       139;027,47;       121;023,91;       112;022,13;        58;011,46;        36;007,11;        17;003,36;        14;002,77;         8;001,58;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;004 ;B;       775;       646;083,35;       129;016,65;         1;000,15;         1;000,15;       644;099,69;       645;099,85;       215;033,33;       125;019,38;       138;021,40;        70;010,85;        45;006,98;        21;003,26;        26;004,03;         3;000,47;         1;000,16;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;005 ;A;       390;       372;095,38;        18;004,62;         0;000,00;         4;001,08;       368;098,92;       372;100,00;        47;012,63;       120;032,26;       113;030,38;        33;008,87;        18;004,84;        26;006,99;         8;002,15;         3;000,81;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;005 ;B;       420;       389;092,62;        31;007,38;         0;000,00;         3;000,77;       386;099,23;       389;100,00;        54;013,88;       133;034,19;       118;030,33;        34;008,74;        13;003,34;        23;005,91;         8;002,06;         3;000,77;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;006 ;A;       524;       465;088,74;        59;011,26;         1;000,22;         2;000,43;       462;099,35;       464;099,78;        97;020,91;       165;035,56;        87;018,75;        38;008,19;        26;005,60;        27;005,82;        21;004,53;         1;000,22;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;006 ;B;       526;       456;086,69;        70;013,31;         3;000,66;         2;000,44;       451;098,90;       453;099,34;        88;019,43;       146;032,23;        98;021,63;        50;011,04;        12;002,65;        21;004,64;        31;006,84;         2;000,44;         3;000,66;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;01;006 ;C;       415;       357;086,02;        58;013,98;         2;000,56;         1;000,28;       354;099,16;       355;099,44;        66;018,59;       117;032,96;        77;021,69;        39;010,99;        14;003,94;        25;007,04;        14;003,94;         2;000,56;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;02;001 ;A;       637;       546;085,71;        91;014,29;         1;000,18;         7;001,28;       538;098,53;       545;099,82;        78;014,31;       179;032,84;       144;026,42;        50;009,17;        30;005,50;        37;006,79;        14;002,57;         4;000,73;         2;000,37;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;02;001 ;B;       638;       552;086,52;        86;013,48;         1;000,18;         4;000,72;       547;099,09;       551;099,82;       125;022,69;       136;024,68;       137;024,86;        58;010,53;        27;004,90;        32;005,81;        23;004,17;         6;001,09;         3;000,54;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;02;001 ;C;       623;       546;087,64;        77;012,36;         2;000,37;         0;000,00;       544;099,63;       544;099,63;        98;018,01;       182;033,46;       138;025,37;        42;007,72;        23;004,23;        37;006,80;        21;003,86;         3;000,55;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;02;002 ;A;       478;       418;087,45;        60;012,55;         1;000,24;         2;000,48;       415;099,28;       417;099,76;       100;023,98;       110;026,38;        90;021,58;        43;010,31;        22;005,28;        33;007,91;        13;003,12;         4;000,96;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;009;Argentona                                         ;02;002 ;B;       531;       464;087,38;        67;012,62;         3;000,65;         1;000,22;       460;099,14;       461;099,35;       104;022,56;       129;027,98;       108;023,43;        38;008,24;        21;004,56;        36;007,81;        21;004,56;         3;000,65;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;010;Artés                                             ;01;001 ;A;       471;       393;083,44;        78;016,56;         1;000,25;         0;000,00;       392;099,75;       392;099,75;        56;014,29;       118;030,10;       121;030,87;        38;009,69;        18;004,59;        34;008,67;         5;001,28;         1;000,26;         1;000,26;         0;000,00;         0;000,00;07;Bages                                   ;
08;010;Artés                                             ;01;001 ;B;       595;       489;082,18;       106;017,82;         5;001,02;         2;000,41;       482;098,57;       484;098,98;        99;020,45;       141;029,13;       130;026,86;        38;007,85;        18;003,72;        39;008,06;        15;003,10;         2;000,41;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;010;Artés                                             ;02;001 ;A;       533;       471;088,37;        62;011,63;         1;000,21;         4;000,85;       466;098,94;       470;099,79;        77;016,38;       170;036,17;       130;027,66;        35;007,45;        24;005,11;        19;004,04;         8;001,70;         2;000,43;         1;000,21;         0;000,00;         0;000,00;07;Bages                                   ;
08;010;Artés                                             ;02;001 ;B;       658;       585;088,91;        73;011,09;         3;000,51;         3;000,51;       579;098,97;       582;099,49;       101;017,35;       165;028,35;       172;029,55;        52;008,93;        13;002,23;        46;007,90;        23;003,95;         7;001,20;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;010;Artés                                             ;02;002 ;U;       679;       564;083,06;       115;016,94;         4;000,71;         3;000,53;       557;098,76;       560;099,29;        88;015,71;       205;036,61;       148;026,43;        32;005,71;        15;002,68;        47;008,39;        15;002,68;         6;001,07;         1;000,18;         0;000,00;         0;000,00;07;Bages                                   ;
08;010;Artés                                             ;02;003 ;A;       589;       527;089,47;        62;010,53;         1;000,19;         4;000,76;       522;099,05;       526;099,81;        82;015,59;       182;034,60;       165;031,37;        34;006,46;        17;003,23;        32;006,08;         6;001,14;         4;000,76;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;010;Artés                                             ;02;003 ;B;       693;       587;084,70;       106;015,30;         3;000,51;         2;000,34;       582;099,15;       584;099,49;        81;013,87;       216;036,99;       157;026,88;        36;006,16;        28;004,79;        44;007,53;        16;002,74;         4;000,68;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;011;Avià                                              ;01;001 ;A;       867;       756;087,20;       111;012,80;         1;000,13;         4;000,53;       751;099,34;       755;099,87;        46;006,09;       344;045,56;       236;031,26;        25;003,31;        12;001,59;        72;009,54;        16;002,12;         0;000,00;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;011;Avià                                              ;01;001 ;B;       889;       773;086,95;       116;013,05;         0;000,00;         7;000,91;       766;099,09;       773;100,00;        39;005,05;       386;049,94;       231;029,88;        23;002,98;        15;001,94;        64;008,28;         7;000,91;         1;000,13;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;012;Avinyó                                            ;01;001 ;A;       636;       532;083,65;       104;016,35;         3;000,56;         8;001,50;       521;097,93;       529;099,44;        33;006,24;       244;046,12;       169;031,95;        19;003,59;         8;001,51;        34;006,43;        14;002,65;         0;000,00;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;012;Avinyó                                            ;01;001 ;B;       531;       444;083,62;        87;016,38;         0;000,00;         3;000,68;       441;099,32;       444;100,00;        41;009,23;       207;046,62;       124;027,93;        13;002,93;        10;002,25;        28;006,31;        16;003,60;         1;000,23;         1;000,23;         0;000,00;         0;000,00;07;Bages                                   ;
08;012;Avinyó                                            ;01;001 ;C;       530;       465;087,74;        65;012,26;         3;000,65;         1;000,22;       461;099,14;       462;099,35;        36;007,79;       229;049,57;       122;026,41;        19;004,11;         7;001,52;        38;008,23;         9;001,95;         1;000,22;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;013;Avinyonet del Penedès                             ;01;001 ;A;       608;       509;083,72;        99;016,28;         0;000,00;         2;000,39;       507;099,61;       509;100,00;        84;016,50;       191;037,52;       118;023,18;        41;008,06;        30;005,89;        33;006,48;         8;001,57;         2;000,39;         0;000,00;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;013;Avinyonet del Penedès                             ;01;001 ;B;       638;       563;088,24;        75;011,76;         0;000,00;         3;000,53;       560;099,47;       563;100,00;        84;014,92;       232;041,21;       135;023,98;        36;006,39;        27;004,80;        27;004,80;        15;002,66;         3;000,53;         1;000,18;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;014;Aiguafreda                                        ;01;001 ;A;       678;       570;084,07;       108;015,93;         4;000,70;         2;000,35;       564;098,95;       566;099,30;        73;012,90;       235;041,52;       156;027,56;        34;006,01;        22;003,89;        30;005,30;         8;001,41;         5;000,88;         1;000,18;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;014;Aiguafreda                                        ;01;001 ;B;       582;       493;084,71;        89;015,29;         3;000,61;         2;000,41;       488;098,99;       490;099,39;        50;010,20;       184;037,55;       145;029,59;        34;006,94;        25;005,10;        27;005,51;        16;003,27;         6;001,22;         1;000,20;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;014;Aiguafreda                                        ;01;001 ;C;       748;       652;087,17;        96;012,83;         3;000,46;         0;000,00;       649;099,54;       649;099,54;        74;011,40;       241;037,13;       198;030,51;        42;006,47;        32;004,93;        38;005,86;        19;002,93;         5;000,77;         0;000,00;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
